"","OBJECTID","CMM","CM","TYPE_","NIVEAU","GISEMENT","TRANCHE","ZONE_","RAPPORT_MIN","MINR_PASSANT","X","Y","Z","PT","PP","BPL_B","RP","CO2_B","CAO_B","SIO2_B","FE2O3_B","AL2O3_B","F_B","CORG_B","NA2O_B","K2O_B","MGO_B","CD_B","U_B","AS_B","V_B","ZN_B","TI_B","TR_B","SR_B","CL_B","Mo_B","Cr_B","SIO2_L","MGO_L","CD_L","CO2_L","SO3_B","AS_L","CL_L","SIO2R_B","Th_B","ORDRE","OBS"
"14929",14929,"CMM272","CM911","MINERALURGIE","SB","G14","","Zone14","44/1991","6,3 mm","434012,3","263185,55","635,9615","0","0,8625","85,3645","0","4,6345","0","2,6105","0","0","0","0","0","0","0,3105","9,2","0","0","0","0","0","0","0","349,6","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14930",14930,"CMM272","CM911","MINERALURGIE","SB","G14","","Zone14","44/1991","6,3 mm et 10 mm","434012,3","263185,55","635,9615","0","0,8625","79,2235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14931",14931,"CMM273","CM912","MINERALURGIE","SB","G14","","Zone14","44/1991","6,3 mm","433437,3","263185,55","630,9475","0","0,805","85,8935","0","5,635","0","3,933","0","0","0","0","0","0","0,2415","4,6","0","0","0","0","0","0","0","310,5","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14933",14933,"CMM274","CM913","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","430562,3","263185,55","619,091","0","1,035","82,386","0","5,1175","58,3625","2,967","0,322","0,621","4,761","0,1955","0","0","0,4255","5,75","215,05","42,55","500,25","124,2","154,1","535,9","0","1033,85","0","0","0","0","0","0","1,5755","0","0","1,5985","0","3,45","0"
"14935",14935,"CMM277","CM915","MINERALURGIE","SB","G14","","Zone14","44/1991","6,3 mm","433149,8","262687,6","618,0905","0","0,6325","83,513","0","6,0375","0","3,4615","0","0","0","0","0","0","0,1265","6,9","0","0","0","0","0","0","0","216,2","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14936",14936,"CMM277","CM915","MINERALURGIE","SB","G14","","Zone14","44/1991","6,3 mm et 10 mm","433149,8","262687,6","618,0905","0","0,6325","60,329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14940",14940,"CMM280","CM918","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","436599,8","262687,6","639,2505","0","0,9775","79,1315","0","5,037","0","12,535","0","0","0","0","0","0","0,3795","6,9","0","0","0","0","0","0","0","422,05","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14941",14941,"CMM280","CM918","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","436599,8","262687,6","639,2505","0","0,9775","44,1945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14942",14942,"CMM283","CM921","MINERALURGIE","SB","G14","","Zone13","44/1991","6,3 mm","438037,3","266173,2845","663,7455","0","1,2075","87,5035","0","4,83","0","2,898","0","0","0","0","0","0","0,4715","8,05","0","0","0","0","0","0","0","1857,25","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14943",14943,"CMM284","CM922","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","439762,3","265177,3615","658,5935","0","0,6325","87,5955","0","4,83","0","2,4955","0","0","0","0","0","0","0,368","11,5","0","0","0","0","0","0","0","814,2","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14944",14944,"CMM284","CM922","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","439762,3","265177,3615","658,5935","0","0,6325","87,8945","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14945",14945,"CMM289","CM927","MINERALURGIE","SB","G14","","Zone13","44/1991","6,3 mm","440049,8","266671,246","674,015","0","0,46","80,362","0","8,05","0","3,3695","0","0","0","0","0","0","0,3795","14,95","0","0","0","0","0","0","0","364,55","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14946",14946,"CMM294","CM932","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","438612,3","265177,3615","654,005","0","1,15","87,5265","0","4,6345","0","3,5995","0","0","0","0","0","0","0,2875","8,05","0","0","0","0","0","0","0","508,3","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14948",14948,"CMM296","CM934","MINERALURGIE","SB","G14","","Zone13","44/1991","6,3 mm","437462,3","265177,3615","646,1965","0","0,345","86,4915","0","5,635","0","2,484","0","0","0","0","0","0","0,2875","10,35","0","0","0","0","0","0","0","319,7","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14949",14949,"CMM297","CM935","MINERALURGIE","SB","G14","","Zone12","35-91","6,3 mm","440049,8","264679,4","647,2775","0","2,2425","86,457","0","4,4275","0","3,45","0","0","0","0","0","0","0,6325","21,85","0","0","0","0","0","0","0","1101,7","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14950",14950,"CMM297","CM935","MINERALURGIE","SB","G14","","Zone12","35-91","10 mm et 6,3 mm","440049,8","264679,4","647,2775","0","2,2425","65,6765","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14951",14951,"CMM304","CM942","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","439190,106","264177,931","661,342","0","0,575","85,537","0","5,2325","0","1,8055","0","0","0","0","0","0","0,3795","6,9","0","0","0","0","0","0","0","450,8","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14952",14952,"CMM304","CM942","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","439190,106","264177,931","661,342","0","0,575","73,899","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14954",14954,"CMM305","CM943","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","438613,956","264179,2995","643,9195","0","1,4375","68,0225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14955",14955,"CMM306","CM944","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","438037,3","264181,473","663,5385","0","1,0925","87,4115","0","5,4395","0","4,4505","0","0","0","0","0","0","0,322","9,2","0","0","0","0","0","0","0","335,8","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14956",14956,"CMM306","CM944","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","438037,3","264181,473","663,5385","0","1,0925","69,897","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14957",14957,"CMM307","CM945","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","437462,3","264181,473","659,0305","0","1,3225","80,569","0","6,0375","0","7,36","0","0","0","0","0","0","0,4945","10,35","0","0","0","0","0","0","0","690","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14960",14960,"CMM308","CM946","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","436887,3","264181,473","645,5295","0","1,38","55,338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14961",14961,"CMM309","CM947","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","437174,8","263683,5115","643,9425","0","2,53","82,57","0","5,4395","0","6,5205","0","0","0","0","0","0","0,5635","11,5","0","0","0","0","0","0","0","900,45","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14962",14962,"CMM309","CM947","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","437174,8","263683,5115","643,9425","0","2,53","54,4295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14963",14963,"CMM310","CM948","MINERALURGIE","SB","G14","","Zone15","35-91","6,3 mm","438324,8","263683,5115","652,4985","0","1,495","83,467","0","5,2325","0","2,6795","0","0","0","0","0","0","0,4485","14,95","0","0","0","0","0","0","0","335,8","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14964",14964,"CMM310","CM948","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","438324,8","263683,5115","652,4985","0","1,495","68,333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14966",14966,"CMM311","CM949","MINERALURGIE","SB","G14","","Zone12","35-91","10 mm et 6,3 mm","439474,8","263683,5115","635,099","0","1,15","81,6615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14970",14970,"CMM319","CM957","MINERALURGIE","SB","G14","","Zone12","35-91","10 mm et 6,3 mm","439762,3","263185,55","621,782","0","0,69","72,013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14972",14972,"CMM320","CM958","MINERALURGIE","SB","G14","","Zone12","35-91","10 mm et 6,3 mm","438612,3","263185,55","626,083","0","1,725","69,69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14974",14974,"CMM321","CM959","MINERALURGIE","SB","G14","","Zone15","35-91","10 mm et 6,3 mm","437462,3","263185,55","643,5515","0","1,15","55,844","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14975",14975,"CMM322","CM960","MINERALURGIE","SB","G14","","Zone12","35-91","6,3 mm","437749,8","262687,6","622,541","0","1,035","88,136","0","5,037","0","3,3005","0","0","0","0","0","0","0,3335","10,35","0","0","0","0","0","0","0","340,4","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14976",14976,"CMM322","CM960","MINERALURGIE","SB","G14","","Zone12","35-91","10 mm et 6,3 mm","437749,8","262687,6","622,541","0","1,035","74,865","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3,45","0"
"14977",14977,"CMM326","CM964","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","431137,3","262189,6385","604,8425","0","1,38","85,698","0","4,9105","58,3625","2,3575","0,391","0,483","5,244","0,1265","0","0","0,2875","9,2","98,9","29,9","0","0","0","371,45","0","272,55","0","0","0","0","0","0","1,334","0","0","1,219","0","3,45","0"
"14978",14978,"CMM327","CM965","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","431712,3","262189,6385","612,375","0","0,92","84,64","0","4,508","59,3285","2,6335","0,3335","0,4715","4,8185","0,1495","0","0","0,2875","4,6","134,55","29,9","0","0","0","519,8","0","409,4","0","0","0","0","0","0","1,5525","0","0","1,4375","0","3,45","0"
"14979",14979,"CMM328","CM966","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","432287,3","262189,6385","605,636","0","0,575","84,249","0","5,313","58,3625","1,5985","0,1725","0,414","5,3015","0,2185","0","0","0,3105","8,05","154,1","28,75","0","0","0","259,9","0","402,5","0","0","0","0","0","0","1,886","0","0","0,8395","0","3,45","0"
"14980",14980,"CMM329","CM967","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","432862,3","262189,6385","615,9975","0","0,805","83,122","0","4,922","58,6845","2,7255","0,3795","0,5635","4,8185","0,1955","0","0","0,3795","4,6","127,65","40,25","0","0","0","484,15","0","415,15","0","0","0","0","0","0","1,886","0","0","1,4145","0","3,45","0"
"14981",14981,"CMM330","CM968","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","433437,3","262189,6385","617,688","0","0,69","84,3065","0","4,922","59,3285","1,6445","0,414","0,414","4,7035","0,1955","0","0","0,3335","12,65","190,9","26,45","557,75","270,25","97,75","523,25","0","591,1","0","0","0","0","0","0","1,886","0","0","0,138","0","3,45","0"
"14983",14983,"CMM332","CM970","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","434587,3","262189,6385","620,839","0","0,92","82,5355","0","5,1175","58,6845","2,6795","0,1955","0,4715","4,7035","0,2415","0","0","0,46","4,6","187,45","31,05","0","0","0","515,2","0","779,7","0","0","0","0","0","0","2,047","0","0","1,449","0","3,45","0"
"14985",14985,"CMM334","CM972","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","436312,3","262189,6385","628,843","0","0,8625","82,6735","0","5,1405","58,3625","4,0135","0,391","0,4255","4,6805","0,2185","0","0","0,3335","8,05","182,85","34,5","0","0","0","472,65","0","428,95","0","0","0","0","0","0","1,725","0","0","2,6335","0","3,45","0"
"14986",14986,"CMM335","CM973","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","436887,3","262189,6385","644,483","0","1,035","80,891","0","5,1405","57,5575","4,002","0,621","0,552","4,738","0,2415","0","0","0,368","5,75","159,85","28,75","0","0","0","477,25","0","546,25","0","0","0","0","0","0","1,9435","0","0","2,1505","0","3,45","0"
"14990",14990,"CMM341","CM979","MINERALURGIE","SB","G14","","Zone12","408/2003","6,3 mm","440337,3","262189,6385","607,292","0","1,495","85,031","0","4,5885","58,5235","3,0475","0,253","0,506","4,7725","0,1035","0","0","0,3105","5,75","236,9","54,05","0","0","0","318,55","0","363,4","0","0","0","0","0","0","1,4835","0","0","0","6,9","3,45","0"
"14991",14991,"CMM342","CM980","MINERALURGIE","SB","G14","","Zone12","408/2003","6,3 mm","440912,3","262189,6385","602,876","0","0,9775","64,906","0","10,0165","52,5665","11,431","0,6785","1,403","3,5765","0,184","0","0","0,736","10,35","110,4","35,65","0","0","0","301,3","0","1667,5","0","0","0","0","0","0","1,2305","0","0","0","5,75","3,45","0"
"14992",14992,"CMM349","CM987","MINERALURGIE","SB","G14","","Zone12","408/2003","6,3 mm","441778,457","261677,716","596,091","0","1,265","81,6385","0","6,2675","58,3625","2,139","0,23","0,3335","4,8415","0,253","0","0","0,368","6,9","152,95","33,35","565,8","180,55","0","285,2","0","3047,5","0","0","0","0","0","0","2,4035","0","0","0","5,75","3,45","0"
"14993",14993,"CMM350","CM988","MINERALURGIE","SB","G14","","Zone12","408/2003","6,3 mm","440624,8","261691,677","603,152","0","0,46","82,409","0","5,428","58,5235","2,53","0,1725","0,4255","4,738","0,2185","0","0","0,3795","4,6","154,1","32,2","0","0","0","320,85","0","1058","0","0","0","0","0","0","2,1275","0","0","0","4,6","3,45","0"
"14994",14994,"CMM351","CM989","MINERALURGIE","SB","G14","","Zone12","408/2003","6,3 mm","439474,8","261691,677","601,657","0","1,035","75,8655","0","6,969","56,4305","5,773","0,322","0,7935","4,232","0,184","0","0","0,4715","9,2","172,5","41,4","0","0","0","271,4","0","1035","0","0","0","0","0","0","1,7135","0","0","0","6,9","3,45","0"
"14995",14995,"CMM353","CM991","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","436024,8","261691,677","626,8995","0","0,7475","83,835","0","5,3475","59,6505","1,9665","0,276","0,368","4,7495","0,23","0","0","0,322","6,9","189,75","28,75","0","0","0","461,15","0","507,15","0","0","0","0","0","0","2,001","0","0","1,15","0","3,45","0"
"14996",14996,"CMM354","CM992","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","434875,352","261691,7805","615,0085","0","0,69","85,5945","0","4,5195","59,6505","2,0355","0,8395","0,4255","4,83","0,161","0","0","0,2645","8,05","138","39,1","0","0","0","442,75","0","349,6","0","0","0","0","0","0","1,449","0","0","1,1845","0","3,45","0"
"14998",14998,"CMM356","CM994","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","431712,3","261193,7155","601,0475","0","0,69","84,594","0","4,5195","59,4895","2,9555","0,2645","0,529","4,807","0,161","0","0","0,299","6,9","170,2","34,5","0","0","0","450,8","0","569,25","0","0","0","0","0","0","1,4605","0","0","1,081","0","3,45","0"
"14999",14999,"CMM357","CM995","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","432285,9085","261195,1185","598,0575","0","0,92","86,894","0","4,5195","60,628","2,0125","0,2185","0,414","4,922","0,115","0","0","0,299","6,9","131,1","33,35","0","0","0","443,9","0","248,4","0","0","0","0","0","0","1,2765","0","0","1,219","0","3,45","0"
"15000",15000,"CMM358","CM996","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","432862,3","261193,7155","606,3145","0","0,805","85,3185","0","4,9335","59,8115","2,392","0,1955","0,437","4,8875","0,184","0","0","0,299","8,05","147,2","35,65","0","0","0","428,95","0","355,35","0","0","0","0","0","0","1,5295","0","0","1,5755","0","3,45","0"
"15001",15001,"CMM359","CM997","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","434012,3","261193,7155","612,122","0","0,7475","86,135","0","4,5195","59,8115","2,277","0,2185","0,414","4,922","0,1265","0","0","0,3565","11,5","163,3","28,75","0","0","0","349,6","0","310,5","0","0","0","0","0","0","1,426","0","0","1,3455","0","3,45","0"
"15002",15002,"CMM360","CM998","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","434587,3","261193,7155","617,6075","0","0,69","83,582","0","5,313","57,7185","2,277","0,161","0,414","5,221","0,1955","0","0","0,368","12,65","186,3","27,6","0","0","0","507,15","0","396,75","0","0","0","0","0","0","1,7825","0","0","1,564","0","3,45","0"
"15004",15004,"CMM362","CM1000","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","435748,9035","261194,118","629,05","0","0,9775","82,11","0","5,313","57,3965","2,1735","1,104","0,437","5,221","0,23","0","0","0,3105","5,75","154,1","41,4","0","0","0","589,95","0","422,05","0","0","0","0","0","0","1,909","0","0","1,196","0","3,45","0"
"15005",15005,"CMM363","CM1001","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","436312,3","261193,7155","623,323","0","0,805","81,8225","0","5,75","58,6845","3,243","0,184","0,46","4,899","0,253","0","0","0,437","12,65","170,2","27,6","0","0","0","425,5","0","485,3","0","0","0","0","0","0","1,955","0","0","2,047","0","3,45","0"
"15006",15006,"CMM364","CM1002","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","436887,3","261193,7155","630,729","0","0,805","82,133","0","5,543","58,6845","2,9325","0,322","0,4945","4,945","0,2415","0","0","0,3795","6,9","180,55","31,05","0","0","0","432,4","0","524,4","0","0","0","0","0","0","2,093","0","0","1,702","0","3,45","0"
"15007",15007,"CMM365","CM1003","MINERALURGIE","SB","G14","","Zone15","406/2003","6,3 mm","437462,3","261193,7155","598,897","0","0,805","81,6155","0","5,1405","57,0745","4,692","0,345","0,69","4,83","0,1955","0","0","0,4485","4,6","143,75","44,85","621","236,9","171,35","592,25","0","524,4","0","0","0","0","0","0","1,7135","0","0","2,277","0","3,45","0"
"15010",15010,"CMM369","CM1007","MINERALURGIE","SB","G14","","Zone12","408/2003","6,3 mm","440337,346","261193,1865","600,139","0","1,035","80,1895","0","4,922","56,9135","5,2095","0,3335","0,644","4,3815","0,207","0","0","0,46","9,2","143,75","36,8","0","0","0","309,35","0","1760,65","0","0","0","0","0","0","2,116","0","0","0","4,6","3,45","0"
"15011",15011,"CMM370","CM1008","MINERALURGIE","SB","G14","","Zone12","408/2003","6,3 mm","440912,3","261193,7155","595,884","0","1,0925","80,845","0","5,7385","57,8795","4,968","0,299","0,5405","4,393","0,207","0","0","0,3795","3,45","161","40,25","0","0","0","265,65","0","345","0","0","0","0","0","0","2,1735","0","0","0","4,6","3,45","0"
"15012",15012,"CMM373","CM1011","MINERALURGIE","SB","G14","","Zone12","408/2003","6,3 mm","442637,3","261193,7155","597,3675","0","0,575","81,972","0","4,922","58,3625","3,151","0,345","0,5635","4,4735","0,1955","0","0","0,322","3,45","169,05","49,45","0","0","0","300,15","0","1380","0","0","0","0","0","0","1,978","0","0","0","5,75","3,45","0"
